Sentiment;TweetID;TweetText
positive;14172;"Toujours aussi bon; ça rend tellement les lundis agréables! #lagalere"
negative;9131;c'est @user qui a provoqué irene avec ses sons trop lourds ! #vraiment
positive;7863;"Aaaaah enfin; le nouveau site de mon agence web est en ligne  ~http"
negative;10950;"J'y crois pas; genre je suis chez #HSBC et la dame de l'accueil ne sait même pas parler Anglais s'il te plait."
positive;2313;L’événement que tout le monde attend chaque été est de retour ! ~http  (Places limitées)
negative;514;"Franchement; en lisant les spec. du mouchard d'Hadopi; autant couper le net en France : ca serait plus simple et moins hypocrite!"
negative;1740;Embrouille entre ayem et aurelie #Clash
negative;46364;je vais manger... je me sens trooooop déprimée et seule au monde : ( pourquoi tout le monde va mal en ce moment? je sais plus quoi faire
negative;15908;Ayem qui reproche a Marie de lui manquer de respect. Il y a quelques semaines elle l'a quand même traité de biatch #jediscajedisrien
negative;191745;Retard du train : 40min youpi. Nike la France la #SNCF
negative;8794;les jours se suivent...et en ce moment ils sont de plus en plus oppressants!
positive;28358;Jcrois jvai réécouté le code de l'horreur... Sa fait longtemps que je l'ai pas écoutè du début a la fin. #MeilleurAlbum
positive;39058;"12 #FF aujourd'hui; je suis au ange; encore merci à tous; et à lundi pour encore plus de tweet; bon weekend !!"
positive;78464;joli ! RT @user un mec bien agile + informatique = une superbe pub // Samsung : libérez vos doigts Galaxy S2 ~http
negative;25014;Je suis très déçue.. @user m'a même pas raconté sa rentrée alors qu'elle l'a raconté à @user ! snif :(
positive;21542;Y'a deux mecs qui ont trop la classe sur Twitter : @user & @user ♥
negative;27433;"Impossible de voir réellement ce qui est publié de ci de là; incapable de tenir une revue de presse."
positive;47936;Coucou tous le monde ! Ce twitter LAFEE  FAN CLUB a été créer seulement sur la Star LaFee ! ~http 
positive;5628;Et vive la Bastille. : ~http 
negative;34995;Ben dans ma commune les gens ont l'esprit étroit...
positive;36415;hp climatisation (5/5): Je pense que toto123 est un peut toto le service a la clientele est tres bon et ont a une ... ~http
positive;89863;"Fini la sueur dans le dos; j'ai mon sac en bandoulière adidas !!!"
positive;27693;"Bonne fête moman ;)"
positive;68751;[News] Sony Ericson a une « grande surprise à annoncer » ~http
positive;31898;Je sens l'été se rapprocher ce matin...le soleil est chaud...j'ai acheter quelques livres ça devrait être bon pour une semaine :)
positive;6517;"On est le 2 septembre; l'été commence; tout va bien"
negative;7894;"N'importe quoi... Samsung demande l'iPhone 4S; l'iPhone 5 et l'iPad 3 à Apple ~http"
negative;25621;"Certains pratiquent la levrette de la pseudo-information. Et ils osent se dire ""écoeurés""; ms ne se sentent pas du tt ""écoeurants""."
positive;51023;"Ce soir c'est le grand soir ! La suite de La Chanson Du Dimanche; La Série sur @user !"
negative;10904;"Effectivement RT @user Ben; ça me choque de voir des gens tellement malhonnêtes qu'ils présument la malhonnêteté de tout le monde #assnat"
negative;29760;"J'attend qu'une chose la; me casser du Lycée; je suis tellement l'INTRU que c'est anormal que j'y sois toujours..."
negative;22200;Les weekends ne seront jamais assez longs snif snif :'(
positive;116224;"La meilleure nouvelle de la journée : Nike va commercialiser les chaussures de ""Retour vers le futur""; ~http "
negative;98568;"Et la série ""Les Geeks"" par Samsung est une vraie chiotte. ~http "
positive;36142;EN VACANCES !!!!!!!!!!!!!!!!
positive;49311;"L'étè c'est plus qu'une saison; c'est un état d'esprit. #fête #plage #soleil #mer"
positive;1954;"Ceci dit; être réveillé par un appel d'un réal plutôt connu pour son âge; CA FAIT PLAISIR."
positive;36196;Escalier à double hélice de Chambord :) quel génie ce Leonard :) ~http 
positive;18013;aaaaiiiiiiieeeeeeeeeee retour a Panam! #c ca ké bon
positive;27550;J'aime !! RT @user J'ai trouvé MES chaussures noires hyper confo: MKors chez Ogilvy chaussures (178$) YEAH!!! ~http
negative;21438;"Bon aller juste 10 follower ; je vous demande pas @user non plus !"
positive;47059;Les gens s'amusent ... Je les regarde en me disant que dans peu de temps viendra mon tour... Ma vie à changée !
positive;4679;Juste superbe ! RT @user Action collective de ouf oO  ~http  #rugby (via @user) // quel essai!
positive;34486;"Hello Followers !! Je serais présente au Stage de Popping-Boogaloo à la MJC Jacques Prévert du Mans le 10 et 11 Mars prochain ;) .  ♥"
positive;18145;"HEYY LES GENS ! X)  Je suis avec Ma Meilleure Amiee :)  Je t'aime Ludyy &lt;3"
negative;27935;Je pense trop. Je fume trop. Je ne dors pas assez. Je gache trop d’encre pour écrire des choses que jamais personnes ne lira
positive;19304;Trop classe la rentrée chez Sarenza.com ! 6 ans de chaussures et un week-end anti coup de pompe à Paris à gagner ! ~http
negative;16045;les gamelles de Lituanie France sont plus écoeurantes que celles d'une partie de baby foot
negative;13909;"Il pleut; il pleut de Lille ; Tourcoing et Calais :("
positive;27161;"Cannes; Porquerolles; Toulon; Aix... Trop bon les vacances !!!"
negative;49544;"Mon père vient de m'appeler ... mon frère est tombé de son toit en nettoyant les tuiles; lui même ne s'est aperçu de rien ^^ Ce sont des"
negative;18766;Est super fatiguée et dois bosser =(
negative;6531;pas trop envie de travailler quand au mois d'août personne décroche son tel
positive;5112;"PTDR @user j'viens de repenser à un truc ... ""Fais ton GRR"" XD #MissU!!!!!"
negative;28093;#3 Les profs se font gravement chier pendant les surveillances du bac. Moi aussi cela dit.
negative;30842;"Le sms ""on va au lycée ensemble lundi?"" qui tue. On va où tu veux quand tu veux mais pas au lycée; pas lundi :'("
positive;40016;Hello twitterworld!! Un pti coucou a tous en direct du taf pdt la pause clope lool
positive;19457;Premier jeu ps3 terminé : Uncharted. Un très bon jeu avec un scénario sympathique et des gunfights passionnants. C'est 8. #Uncharted #Cest8
negative;44851;"Je suis en train d'attraper un de ces rhumes; j'en ai déjà marre."
negative;7907;"Ce soir personne au #twitapero du @user à cause du #BSG et de la #mn15; pq a-t'il fallu que tout ça tombe sur mes partiels !"
positive;734;Bonne rentrée à tous et à toutes Hâte de vous montrer mon prochain clip :)
positive;8778;Xperia™ arc | Téléphone tactile Android - Sony Ericsson ~http  via @user // Me plaît beaucoup!!
positive;44757;Que des bonnes annonces de la part de Sony lors de sa conférence de presse à la #gamescom2011 !
positive;31095;"belle journée retrouvée un ami ^^ ce matin; naissance de petites tourterelles :) bronzage agréable !:) #bellejournee"
negative;10945;Je veux pas allé bosser jeudi.
negative;22966;"Je me pose ces questions parce qu'a lire la presse bleu; cette crise et ses 3000 morts st a imputer au pouvoir actuel. #civ2010"
positive;23597;"La neige est tombée dans la nuit; environ 10cm de rester ! C'est beau; c'est froid; c'est uniforme .. I love it ♥ :D"
positive;932;Merci bienvenu à toi aussi @user. Merci pour les #FF @user @user @user
positive;15778;*O*  *O*  *O*  *O*  *O*  J'ai trouver mon rêve de l'année prochaine *O*  *O*  *O*  *O*  *O*
negative;32773;Ce mal de crâne est entrain de me finir.
negative;23985;"NAAAAAAAAN ; Pourquoi tu te fais autant de mal ! T'es un cas désespéré .. (@x3_Laydia live on ~http )"
negative;28461;"C'est lourd; d'être emphatique .qd il/elle s'fait mal j'ai l'impression d'avoir mal. Là J'chiale pck il/elle chialent .. #W9 c n'importeQuoi"
negative;44591;Une heure de retard sur les aviOns.
negative;11777;"#Playstation_Network toujours down; merci Sony pour ces #Fail en série ~http"
positive;10239;Si j'avais sur que le AMOGING réussi avait un tel impact :) .
negative;38202;"Sarkozy est un ""criminel de guerre"" et un ""retardé mental"" --- c'est pas moi qui le dit --&gt; ~http "
positive;1064;Bon à savoir - merci! RT @user Petite astuce pour télécharger ses données Facebook ~http  (via @user)
negative;16514;Un Dragofeu dans la gorge :(
negative;19485;Retour au boulot après deux semaine de vacances : j'ai envie de démissionner ...
negative;32427;un clochard de ma ville qui s'appele Alfarez a fait tombé l'iphone de quelqun ds la rue. #dur
positive;10988;Je vous aime !
negative;23056;"J'me sens bizarre mentalement depuis 19/20 heures tout à l'heure; je comprends pas pourquoi. Je comprends pas plus ce qui se passe."
positive;31019;Allez on met DES Buts !! ALLEZ LYON !
negative;23386;"30cm de neige; le déluge et la patinoire pour les voitures... :/"
positive;11429;Besoin d'un fou rire de 3 minutes ? : ~http
positive;23004;"Je sens que ça va etre meilleur que le premier; du meilleur au casting ! ~http  &lt;3 #testosterone #expandables #yeahbaby #XD"
positive;19938;Le Home Staging est un incroyable accélérateur de vente pour votre bien immobilier et c'est le bon réflexe à avoir ~http 
positive;27804;J'aime quand il pleut tousa² #BienDodo #BonFilm #Grignotage #MARIA #PasÉcole #Yezzeuu
positive;2029;"Bien sympathique ce flim. Prévisible; mais sympathique. Et l'actrice principale; graouhx2. cc @user @user"
positive;43077;Bons plans!!
negative;9424;Sont dingues ces Nippons ! ~http 
negative;50669;"Keanu Reeves dans ""Constantine"" sur France2... en fait c'est assez nul."
negative;49543;voisins qui ont appelé le samu .. viennent de l'emmener aux urgences .. pouvait plus bouger ....... Résultat dans 1 heure .... L'ANGOISSE
negative;48530;Les entrepôts de Sony et PIAS ravagés par les flammes - RTL loisirs ~http 
negative;48112;Et pAaan~ dans les gencives x)
negative;21623;Purée .. JE ME FAIT CHIER --'
positive;21829;Ma vie est un tourbillon de saveurs qui n'arrete jamais d'en decouvrir de nouvelles. Pis j'aime ca de même!! Lumi
positive;42677;"Hop; au cas où certains ne connaissent pas; c'est du très très bon blog ~http "
negative;14058;Les grands esprits se rencontrent RT @user VICTIME de la queue pour recharger son Navigo. Mais ça la presse bien pensante s'en tape
negative;20184;Dire qu'il faut encore se lever demain matin...vivement qu'on puisse enfin profiter de ces vacances et geeker en paix !
negative;7710;"J'aime pas Justin Bieber; si c'était pour moi la question. (@MorganeAnnaa live on ~http )"
positive;31098;"Bonne journée quand même avec 1 chien qui ne veut pas faire de footing lol ce matin; bronzette cet après midi et un nuage qui s'est invité !"
positive;188591;ça fais plaisir de lire ça .... je viens juste de l'acheter! RT forum3DS Rumeur : une nouvelle Nintendo 3DS pour 2012 ? ~http
positive;5917;"Je suis plutôt Content; voir même très Content De ma 1ere Semaine Au Lycée !!"
positive;44132;L'action Sprint a bondi de 10% après l'article du WSJ: l'iPhone 5 serait distribué chez l'operateur ~http  via @user
negative;5104;"A cette allure; il va bientôt falloir faire un prêt bancaire pour acheter des clopes dans ce pays. #TabacDeMerde"
negative;34140;Ce moment genant quand tu sort d'un magasins sans acheter et qu'il croient que t'as volés quelque chose ..
negative;36182;C'est vrai que 2 nouveaux personnages pour #Soucalibur5 c'est pas très correct j'espère qu'ils auront le bon gout de virer #vador et #yoda !
positive;19246;"HEY ! Encore merci d'avoir été là ce soir a la twitcam !  MERCI A TOUS CEUX QUI ONT ACHETE LE SINGLE &lt;3   Je ferai... ~http"
negative;36635;JE PRécise je suis aussi ivoirien et suis triste de voir la souveraineté d'un état baffoué .YA T IL SOLUTION POUR KE JE SORTEUNPEU#civsocial
positive;27227;"Sur ce; j'avais dit que j'y allais; j'y vais :D Je vous retrouve demain; mes chéris d'amûûûr &lt;3"
negative;35214;Tiens je règle un problème la douleur au dents revient
positive;49947;"Joyeux Anniversaire @user :DD &lt;3"
positive;21488;"Bronzage sur la terrasse ; avec la music ; les chats & le soleil ... Le pied ^^"
positive;27288;Superbe spectacle humoristique : OLÉ ! À voir s'ils passent près de chez vous
negative;192821;Ah ah. Ah ah ah. Les Nike Mag les moins chères sont à plus de 4000$. Ah ah. #FuckIt
positive;21433;"Jsuis trop fière de moi ; c'est moi qui les ai fait ! TOUTE SEULE COMME UNE GRANDE :D ~http"
negative;11682;Dans l'ID Night pour Paris: déjà qu'un trajet avc la SNCF c'est un cauchemar alors toute une nuit avec eux - jvous raconte pas !!!
positive;14296;"J'ai ma première chance en tant que journaliste. Vous pourrez ainsi bientôt me lire! ;-) Youppi!"
positive;5907;Le clip de valley - sortir vainqueur ! Super top! Gros kiff
positive;26934;"La soupe de courgettes - Hum ! Une bonne souplette !                          Ingrédients:&nbsp;                   ... ~http "
positive;12554;Il est trop beau Adrien 8D  (@2ndeNatureXF live on ~http )
negative;40850;#nw #gg je supporte pas leur voix en français :s
negative;31492;"Putain merde!! RT @user #Nigeria: d'après la police; l'attentat contre l'ONU à Abuja a fait 18 morts ~http"
negative;37342;Aurélie c'est une pute ! Elle a donné une double voix pour la semaine prochaine ! :O :@. #ss5
positive;11564;ahahah J'adore les British !!! ~http  #WWII
positive;6207;Soutenons la candidate du peuple tjrs presente et qui fait des propositions concretes votez SEGOLENE ROYAL la candidate des soluttions !
negative;43501;Commence à paniquer un peu...
negative;193840;Pourquoi personne ne repond a mes sms ? Nike sa meeeeeeere !
positive;38190;une jolie pub pour cette boisson gazeuse... RT @user [Bonjour Madame] proposé par Louis ~http
positive;60985;#PCINpact : Firefox 4 : Microsoft félicite à nouveau Mozilla avec un gâteau ~http
positive;1607;Le #Ramadan Jlai meme pas senti passé .... c passé vite! Bonne fete de l'aid à tout les Musulmans
negative;4393;"Mayhem c'était encore plus Disneyland qu'Iggy Pop; c'est triste soupire un fan déçu du concert d'hier. #HellFest"
negative;33034;une semaine de vacances que même pas tu la vois passé que c'est déjà fini ... #pascool
positive;20870;A reçu RDR PS3 de game.fr à 43€ :cool: . Parfait!
negative;35121;Je ne vais pas .. Je ne veux pas assumer.
negative;10322;Dentiste dans 15min ... Mais putain quel con quand même ^^' #bonjour
positive;5106;"J'ai vu #GuillaumeCanet aujourd'hui.. Je confirme; cet homme est mon idéal masculin. Épouse-moi !"
negative;4053;- a votre place et vous vous gâchez la vie à rester ici et à vous faire des amitiés virtuels qui n'aboutirons nul part.
negative;38083;"Les bails sont vraiment trop chelous ce soir; la verité en scret'"
negative;20660;Très triste .... J'ai laissé des gens bien et je sais pas si un jour j'en rencontrerai a nouveau #sad
negative;25838;"Venin de l'âme; tu persifles et signes ton destin. De ton corps sans vie sortira un esprit aussi clanique que ta mort fut clinique."
negative;6793;#gueant c'est l'accroissement du nb de cons qui m'inquiète.Si encore yavait matière à débattre!Même pas!Ya un bon chiffre à pas dépasser?
positive;19770;j'adore sincèrement la démarche de EdgardAnimo! bravo à vous cher ami
positive;10560;Bonne Fête A Toutes Ces Femmes Extraordinaires : Nos Mamans ♥
negative;22487;C'est 1 temps a rester sous la couette...!!!
negative;49611;LA FED NE POSSÈDE PAS D'OR DEPUIS 1934 !!!!!!!!!!!!!!!!!!!!!!! La situation est bien pire que prévu..
negative;42713;"Outch; réveil difficile; et ça sera pire demain; c'est dur de faire la fête -_-"
positive;10593;J'rigole en lisant vos tweet ! @user & @user vs me rendez nostalgique !!
positive;14660;Une chose qui égaie ma journée ahahah
positive;7572;"L'ISO a gagné; Tourisme région de Thetford gagne un prix régional; le Sentier des trois monts. Quelle belle soirée pour Thetford"
negative;15432;Bon c'est pas gagné! Ma connexion internet rame!!! Allez!!! Je sens que ça va m'obliger a ouvrir ma pile de courrier!
negative;37205;Je suis très fatiguée!
negative;124810;"Le CD est en deuil: Norio Ohga; Pdg de Sony pendant l'âge d'or de la firme et père médiatique du Compact Disc; e... ~http "
negative;34545;Veux canné !!! trop mal au dos !
negative;22516;"Comment ca me saoule; je suis a 2 doigts de rentrer chez moi!!!"
negative;20637;Des gens empruntent le trajet que leurs ancêtres jadis empruntaient pour le souvenir et ils se font tirer dessus alors qu'ils sont désarmés!
positive;41796;Bisou et bonne humeur à mon préféré! #FF @user
negative;7908;Tout seul au @user j'ai pas bien choisi mon soir avec ce #mn15!
positive;14765;Mon papa c'est le meilleeeeuuurrrrrr. #tweetlove
negative;11392;mal a la tete !
negative;10460;"Ne porte plus de ""barbe"". Peu convaincant; l'impression de ressembler à un phoque."
negative;40758;"La qualité est pourri -;-'"
positive;17920;Supportons tous l'équipe eBakPak (~http  et LinkTV (~http  de l'EFREI à la finale de l'Imagine Cup !
negative;50852;se demande pourquoi parfois on ne fait pas ce qu'on devrait faire. Genre regarder Gossip Girl au lieu d'envoyer son CV.
negative;4076;Quel temps de merde
negative;510;"Chose paradoxale pour Google; l'un des échecs de wave vient de sa fonction de recherche : complexe; pas pratique et trop ""geek""..."
positive;39542;OMG je viens de voir la promo pour la nouvelle saison de TVD....Viiiiiite le 15 Septembre !!!!
negative;33696;"Quelqu'un peut m'aider; svp?? Est-ce que j'suis la seule sur cette planète à ne pas être capable de voter à @user @user ? #HELP"
negative;47684;VOUS INVITE A SIGNER LA PETITION CONTRE LA REFORME TERRITORIALE QUI EST UNE GRAVE REGRESSION POUR NOS POPULATIONS ET TERRITOIRES SIGNEZ VITE
negative;38353;"Nan srx piquez vous les gens; soignez vous pck la ça devient grv d'être comme ça."
positive;17424;"Projet intéressant ~http  que je ne découvre que maintenant; bonne initiative @user"
positive;135;"Avez-vous regardé le magnifique &lt;12 hommes rapaillés&gt; hier à RC? Pour mieux connaître Miron: ~http"
positive;40720;ptdrrrrrr les tweets :')
positive;35870;Les centrales nucléaires jap' ? Aucun sushi à se faire. De toute façon je pouvais pas les saké.
positive;18244;Une bonne journee de dingue
positive;14763;Tellement les meilleures soirreesq comme ca!!!
positive;44869;Yeah! C'était cool! :-) RT @user A passé une super journée à Annecy avec @user @user @user et @user
positive;13458;#FF @user parce que c'est la reine de la salsa et qu'elle est adorable !
positive;7012;"Comme je ne l'ai pas encore fait sur ce site; j'annonce officiellement que j'ai mon permis! Yahou; à moi le tuning! Kikoosseee!!"
positive;49916;"#FF @user Mon amoureux que j'aime. &lt;3"
positive;27716;Des sushis à Montpellier. J'adore !
positive;4699;Le World Trade Center est toujours debout... à Grenoble. Ça fait rêver ! ~http 
negative;2008;" La confusion du réel et du virtuel peut perturber un jeune public  Faudrait plutôt mettre "" Ne matez pas cette merde "" #LautreMonde"
positive;51375;"Comme vous avez pu le constater (ou pas); mes tweets sont d'un niveau tres tres élevé ce matin. Je me donne à fond."
positive;40665;"Vacances genialeeee; contente d'etre rentré qd meme! :-)"
positive;21223;ah!!! trop bien!!!!! j'ai été sélectionné pour participer au Plus Grand Défilé de Mode du Monde des galeries... ~http 
positive;32806;Pulsion de la journée? Repoussé mon départ à début Septembre. Encore un mois à faire la fête. J'aime. #JaiLeFeuAuCul.
negative;9977;Bon ben je n'aurais pas vu une seule fois la lumière du jour de la journée !
positive;23927;Welcome @user fais comme chez toi toussa hein :)
negative;17165;Manque d'humilité de certains de la presse? ~http
negative;2584;Subir la sérénade annuelle de nos 2 miaous angoissés et se faire haïr de tous les passagers du bus : check. #MissionVétérinaireAccomplished
positive;66004;"Mdrr &gt;&lt;' merci ! RT @user @user  J'ai craché sur Paris Hilton pour de l'argent #MDR"
positive;31891;Week-end je t'accueille à bras ouverts :)
positive;67555;"J'ai du vivre une des journées les plus passionnante de ma vie; j'ai presque fini Zelda sur Nintendo 64"
positive;46813;Ecouter cette webradio ~http  son jeune etc... Ecouter ca en vau la peine : Merci d avance ^^
positive;33230;"Ma chambre c'est l'ile au trésor; à chaque fois que je la range je tombe sur des trucs de barge. #JackSparow"
positive;49533;Quel bonheur de voir qu'il n'y a pas que le foot et la gastronomie qui rassemblent les marocains ~http  #Feb20 #maroc
positive;5036;"#Np @user  - Paradice ; cette chanson me donne des frissons &lt;3"
negative;50042;"La tour de Pise; il est vraiment loupé ce monument !"
positive;206052;"Le Samsung Galaxy note est quand même parfait pour le surf web avec son écran de 5.3"" HD ! #Samsung #GalaxyNote"
positive;128433;juste énorme la pub xbox by microsoft pour la rentrée ~http  via @user
negative;32247;Mon Lave-Vaisselle et casser je vais la vaisselle a la main comme une Fatouu #VieDeNoir
positive;14693;J'ai trouvé un merveilleux pendentif drakkar aux médiévales de St-Ursanne *___*
positive;116678;Des résultats supérieurs aux attentes pour Microsoft ~http 
negative;28081;"Je déteste la boulangère qui; qd tu lui demande un croissant; part du ppe que tu veux celui bourré de beurre 10 cents plus cher que l'autre"
positive;7037;Je voulais une photo trop kikoolove. J'ai trouvé et y'a pas mieux. Je t'aime mon chien. MIAOU!!!!!!!!!!!
negative;41944;"Le jour où Microsoft inventera quelque chose qui ne plante pas; ce sera un clou."
negative;2574;"Ca sent mauvais ce genre de pybs; non ? (via @user via @user ) ~http "
negative;50141;Ma chambre est en bordel MONSTRE !
negative;7026;"C'était le bug de l'an 2000 hier soir; impossible de Twitter tranquillement à cause de @user @user et les autres; merci."
negative;20333;Les gens qui pour se rendre intéressants colporte des rumeurs. Crée des histoires juste pour une heure de gloire d'attention. #lesgens
negative;40629;Elle mène Marie en bateau en plus. #tweetprecedent #SS5
negative;47296;putain je m'étais ouverte à lui et voilà comment il me traite :'( ...    -euh meuf tu as juste ouvert tes jambes... --' 
positive;20626;"C'est bien; faites!""@zegreenweb: Efficacité énergétique: #Bruxelles menace d'imposer des objectifs en 2014 ~http  | L'Express"""
negative;28264;chienne de vie!
negative;12802;"A tous les batards de Rock en Seine; je vous encule sevrement profond; kiffez !"
negative;2769;"noooonnnn; microsoft abandonne la tablette courier; à croire qu'ils ont peur d'un projet innovant"
positive;19122;Félicitation aux 10 gagnants de notre tirage du 20 Juillet ! -Aurélie N qui gagnent un iPad Wifi -Didier D./Cyril... ~http
negative;47893;"Temps de merde; temps de merde; mais ou va le monde; mais ou va le monde #lol"
negative;45117;vu mon humeur ou faut pas ma faire chier!!!
positive;40258;"Je suis amoureuse de la veste &lt;3 - ~http"
negative;48322;Mais non non non non non et re-non quoi à la fin! #orages #angers
negative;28379;Moi j'ai crié et jai commencé a courir alr que j'avai a peine vu ske c'était
positive;206054;Bon ben Samsung va bien être le fabricant des écrans du futur Nexus ! Sympa l'écran HD Super Amoled Plus ! #Samsung #android #Nexus
positive;6103;Bravo à @user et à @user
positive;35468;Ma copine m'a sucé en sifflotant la guerre des étoiles et en jouant au sabre laser avec ma bite. Demain je la demande en marriage.
positive;2415;"Matthewwwwwwwwwww tu m'as fait bouger; n'en déplaise aux rageux! xfactor"
positive;6643;"Joyeux anniversaire ma bichette! @user  J'espere que tu t es bien eclatee!!! Gros bisous ;)"
positive;3873;Jaime bien la voix du meilleur ami de Daniel #SS5 mais pxtain Daniel il est trop craquant !!!! ^^
negative;12982;N'empeche j'ai presque 300 followers mais quand je pose une question j'ai quasiment jamais de réponse... #SAF
positive;1465;Hello a mes nouveaux follower passé une bonne journée
negative;50178;J'ai envie de crever teLlement je suis malade
negative;10016;On est surtout 2 conne qui ce sont triste pour des MEC. Que des enculer
positive;29616;Petit rendez-vous beauté cet après-midi ça va faire du bien au moral
positive;49912;"#FF @user Mon amour que j'aime. :D &lt;3"
positive;98974;Encore SUPER!!! Microsoft lance un logiciel pour traquer la pédopornographie ~http  (via cyberpresse)
negative;11607;Un député propose de contrôler la diffusion du rap « issu de l’immigration »  ~http  #WTF??!
negative;45229;Ok c'est décidé j'vous hais tous.
negative;13296;"Quelle bande d'incompétents ! Sony n'est pas foutu de transmettre mon adresse correctement; ou alors TNT n'est pas foutu de bien la recevoir"
positive;15154;Merci à tous pour cette belle soirée de festival ! On dort (un peu) et on remettera ça demain avec plaisir
positive;104717;Windows 8 : Microsoft promet des vitesses inégalées ~http  via @user
positive;22722;Très mignon !! RT @user héhéhé ! ~http  via @user !
negative;27669;"Maladies; pollution; chomage; crise financière et économique; guerres; sont autant de feux rouges qu'on ne respecte pas !"
negative;49269;Virgil après une nuit a vomir  @ Chez Marj ~http 
positive;33188;Rien de meilleur que les petits suisse a l'abricot.
positive;25260;derby londonien complètement fou ! GO GUNNERS !!!!
negative;24175;Problème de résolution et de qualité d'image sur Sony ... Inexploitable . Problème de Codecs sur WMM. Pffff
negative;15575;Jaime pas la dimanche #SENNUIE
negative;15394;Nan mais c'est ma répèt de danse ça! Je stresse comme une folle du coup je fais n'importe quoi! Je ne me comprends meme pas!
negative;3480;Je vais encore tomber dans une classe avec que des prof pourri .. J'en suis sure
negative;8814;j'appelle pas ça une semaine de vacances :(
positive;3848;à demain sdlv merci @user pour la définition xD One love mes twittos #offline
negative;33840;Brouhaha dans le monde des tablettes? Un  lancement Samsung pour le 24 mai à NY est inexplicablement reporté!  ~http
negative;16637;Ahhhhh c'est le soucis de regarder les émissions en décalage... je viens de me faire spoiler comme une noob... facebook ça pue !
positive;2601;Sympa les cours de langue à l'iufm. Au programme ce matin : tchèque ^^
