Sentiment;TweetID;TweetText
negative;638532;"Tell FOX News: Newt Gingrich's Obama/Nazi comparison goes too far; even for your network! ~http  @user @user Pls RT"
positive;953292;Damn that shower was good #Winner
positive;2303097;In the Executive Lounge at Hilton - what makes it better is FREE WI-FI!!!!! :D
positive;3039034;I liked a @user video ~http  Gucci Mane - I Don't Love Her ft. Rocko & Webbie ( Official H
positive;709178;Happy Family Day everyone..!!! :) Im alone :(.. but you enjoy with your family...:)
positive;1599783;I'm happy to have a friend like u!
negative;2683763;"Still stuck on ol boy from that liquor store in Kentucky... who would run in with arms outstretched and yell ""DADDIES HOME!!""?  He is losin"
negative;841911;Hate the way these guards be marching! #hardtime
negative;1169507;I hate drawing graph with Microsoft Word !!
positive;1224343;We killed the gucci party last night you know I had to represent with the white gucci shades all day lol !!! ~http 
negative;1174636;What the hell is with Paris Hilton arrested ! @user is offering something useful instead! ~http 
positive;1125167;a very efficient receptionist and process of receiving guests is credit to @user (@ Microsoft UK Campus) ~http 
positive;2095996;Too much fun :)
positive;1040983;"Seeing a bunch of comments on N4G talking about how the best games in any genre are always Sony IPs. I'm inclined to agree. ;)"
positive;2779489;im onsomniactic (spelling baha) cant sleep! busy working on the project with my girls (: cannot wait to go street hunting.
positive;100110;wow those nike air mag shoes are something serious
positive;90035;MSP Ashishh Khadse : Woo-pie I'm Going for Microsoft Student Partner Boot Camp 2011 @ GOA .............Dream Come True Finally :)
positive;2887235;"Today at work we got to eat a cake called ""chocolate nemesis"" and made the freezer into a fort. 50 hours of work now = worth it."
positive;2180963;Yes! How cool is that? We'll let u know where! RT @user @user Is Paris Hilton buying ice cream for local listeners?
positive;733930;Nothing sounds better than Hilton Head Island right about now.  #ohcarolina
positive;1492272;Burnt marshmellows and hawaiian chips. YES.
positive;799750;Wow...my husband @user  looks so good in that new adidas commercial..#justsaying
negative;2846010;I'm just not in the mood to hear it today! Ugh!!!
positive;474426;Holy fack!! Rookie blue is on!!! :D
negative;1196283;Goodbyes are the hardest things to do :'((
positive;1474360;I love dancing with my boo @user... :)
negative;2482412;I'm sooo not looking forward to getting up for work tomorrowwww - cant wait for this thing to work! ~http 
positive;1299391;Saints game!!!!
negative;2367303;is feeling too old for all-nighters..... What a sad sad day.
negative;3362923;How much does the current incarnation of the PSN store and its OS suck on a scale from 1 to 10? SONY needs to shape up quickly.
negative;543294;#nofatgirls
positive;3225503;"On way to Sony Liverpool; with Brighton last week and Scotland this; it feels like I've not been there for ages! Looking forward to it!"
negative;885635;"Gave a deposition for a girlfriend today; Ex trying to take away her son. Why do people have to be mean? Praying protection for her family!"
positive;2252273;..possibly the most unique and interesting game to come out so far for Nintendo WiiWare ~http 
negative;236775;#iregret ever laying eyes on you!! ol #DirtyBitch
negative;1737808;#ITellYou ( Gucci Voice ) People Juss Uqly .
negative;232854;Remembering why I so dislike using Microsoft Project...
negative;588395;Sooo Bored  omg
positive;231321;"just ordered the sexiest nike customized trainers; ahhh &lt;3 #shoetweets"
negative;453640;I'm starving ugh /..still at the doctors waitin [they need to hurry]
negative;2408889;Just passed like 4 gucci stores lmfao ppl dont need tht much gucci lmfaoo!!
negative;2533350;"so ill but have to go to work; please let people not be jerks today..."
positive;356249;Just found a $50 check from my birthday...awesome.
positive;1133752;#ICanHonestlySay that were not perfect but were perfect for eachother #inlove
positive;2391577;"Watching sister; sister I use to love this show"
negative;1539446;facbook is actingg all gayy :@
negative;280442;Guys suck. They should all die. right now.
positive;787546;"Yeah; I REALLY really wanna see you Friday."
positive;524635;This is how I roll ! Dam right
positive;2125939;"Music; Microsoft Word; and a comfy bed...I think I'm in heaven..."
negative;2974939;I love how nintendo thinks I'll pay 6 fucking dollars for gbc Zelda. NO...just...no! #thefuck?
positive;1046743;In love with her! :)
positive;2657536;I think Sony is winning #E3. Count my vote on @user ~http  via @user
negative;2271544;"Came to a conclusion; bing isn't wack just dnt have people down to drink anymore like the old days"
negative;306463;Oh that Gucci bag is real? #yeahright
negative;1179880;i hope a really big fish eats you .
positive;3545678;Omg the gucci advert with james franco was just on....hot
positive;1703914;My Lifesaver! ~http  #hipstamatic
positive;2013770;Opening weekend was a success
positive;527519;Better johnny...!
negative;2620175;ahhhhhhhhhhhhhhhhhhhhh too much college work boys.
positive;1128999;Perfect day :)
positive;2391646;LADIES RUN THE WORLD!!!!! THE CLASSY ONES THE ONES THAT HAVE RESPECT FOR THIERSELFS!!!!
positive;1377278;I love my sister! Shes buyibg us laoada of alcohol and were getting drunk on our own with the wii LOL
positive;2510773;I Lovee! @user
positive;626963;"Damnnnn “@GracieGlam: Can't tell how many but fuck it!!!! Yay 16k ! #bigbooty love you guys!!! &lt;3 ~http"
negative;282344;Why can't I ever say what's on my mind -.-
positive;784826;tonight! 8 and 9:30! tickets are $1 and you're going to laugh your you know what off!
positive;2425479;Just got home :) got the #LakeShow tonight!!
negative;977070;really i heard some dmb bytch tellin  me to stay with my man but of course i stay with him cus he take care his daughter
positive;2270065;"I called; You answered. And You came to my rescue and I;  wanna be where You are. I am all Yours."
negative;590686;So I get spammed by the u of m about all this #bs and I don't get an email about tuition being due!
negative;1136580;And I'm off to brave the frigid conditions for approximately 4 more hours.
negative;259255;#UBlewit with that fake gucci bag.
positive;1343633;Dope.... He got it from Daddy n Momma... Lol RT @user Lil man got them adidas buzz lightyears ~http 
negative;2220128;It's so fuckin hot I wanna fight about it!!!!
positive;2547942;"My baby girl's first highlights on her 12th birthday.  Happy Birthday; Brooke! There's never a dull moment with you.  #fb"
negative;1390039;There´s a demon stalking me. I still dont know who  exactly is but I will...(frowns)
negative;2623464;perez hilton is really annoying to follow :S
positive;1427117;"I just want to cry seriously so happy! Must go now; annoy all the IT lot tomorrow with my tale!:D"
positive;2120344;what a match! thumbs up to u guys for making my day. Gunners for life
positive;2070284;Exhausting But satisfying Day..........!
positive;2957254;OMG so cool! I want a pair!! RT @user Hey 'Back to the Future' fans! Nike is releasing Marty McFly's Air Mag sneakers. ~http 
negative;2162007;I swear there's never food in the house
negative;246023;2 hours on @user tech support Wed. Used back up phone & after adding my SIM back 2 Samsung Vibrant I still lose service. Phone sucks
positive;864623;Creating a workshop on citation styles. Does anyone else get as excited as I do researching #APA_Style and #ChicagoManual?
positive;2820256;This DWTS is so cute! Can't wait for the Latin Dances next!
positive;680347;Enjoyed working camp this week with @user and @user but boy am I glad it's over! Off to NoLa in the morning!
positive;1004193;you want to squeeze me till i die? cuz thats real love RT @user @user I fucking love you..my teeth are gritting right now.
positive;2577944;"FOLLOW ---&gt; @user IF YOUR A TRUE BELIEBER YOU WILL FOLLOW HER :) HURRRYYY SHE WILL FOLLOW BACK &lt;3"
positive;1773442;Playing Nancy Drew OuO I love these games!
positive;500684;Eating at the Hilton with my mom. Yum!
positive;678322;Happy Mother's day to all the moms out there! We appreciate you!
positive;1680376;"finally found a new sexy bra..works in ALL the right places..plus i smell fabulous; thank u nordy rack & Gucci Guilty..yummm :)"
negative;2380837;Im watching Quarantine & this movie really sucks anal infected ass.
positive;2152259;I love nature. #topoftheworld
positive;89128;oh hello friday? what was that? yes we shall party this weekend... microsoft style
positive;1602115;Florida's new Nike Pro Combat's are sweet this year!! ~http 
positive;2736208;YEAH My boy Tyler !!
negative;1079619;He got enuff grease n his hair to host a fish fry.
negative;307618;grrr my computer crashed on me....
negative;948284;"Taking another shot with Mobileme. It's a pain to get things to sync from iMac to iPad. Why a 2005 appt is showing up as current; don't know"
positive;1491299;wow 14 new followers request! i feel so popular! hahahahaha((:
negative;305602;The last 30 minutes always drag by.
positive;3052755;What a great time at Kink radio Bing Lounge today. Everybody involved was wonderful!  Tomorrow night we play The Alberta Theater!
negative;2277073;"Dear @user; while I respect you're trying to manage workers and TV scedules; it's absurd to stop a match in Heads up; this needs to stop."
negative;2594092;why do i feel so rank when i only had 3 drinks!?
negative;1820696;That tattoo kicked my ass.
positive;2770312;#xfactor Janet was AMAZE!! So sweet!! :)
positive;3242165;"Happy; grateful and excited to be photographing 24 DoubleTree by Hilton properties in the Midwest over the next 10 weeks..."
negative;1871478;Sick of street racers trying to race me (again tonight). I don't race even if m  car/me may fit tie stereotype. It happens a lot...
positive;239704;"Maryland's jerseys are hella nasty!! Nike &gt; Under Armour"
positive;2014160;"Check out our featured listings; we have some amazing properties for sale right now!! ~http"
negative;3365569;Gucci Gucci Louis Louis Fendi Fendi Prada them basic bitches wear that shit so I dont even bother”
positive;2122663;Woohoo booked tickets for harry potter on friday!! Cant wait too excited ha
positive;2571657;has learnt how to use a Nintendo Wii and Twitter in the same day
negative;309791;He be lyin tho!!!
negative;1980424;"My hair goes horribly curly when I let it dry naturally; I really dislike it"
negative;801133;Tht gucci gucci song is stupid as fuck.
positive;30917;"I love nightmares...don't you? @user ...oh and shants; and  Tuesdays; and white bikinis; and and nike shoe (just one) size 14 &lt;3"
positive;267435;Love this.... ~http
positive;1945912;Just bought a Nintendo Wii and we're about to get our game on tonight!!! Family FUN!
negative;520603;Thinking about shutting down facebook as I never talk on it. Seems like a waste of spam in my email to me as of late :/
negative;1630517;Lasr week of vacation & I'm sick :-( This suxx!!!
negative;974422;Fuck working in this heat later
negative;2397436;twitters lame o_o
negative;722215;"Well; Fuck you America! The price for a nVidia 280 is like; $9000 more now; even at my cheapo Azn shop at Box Hill!"
positive;2365331;Pool Party at Las Vegas Hilton will be a lot of fun tonight!!!
positive;1575924;I liked a @user video ~http  The Nike MAG
positive;730379;s/o to @user! Made a statement in the south and still doing damage on the WEST COAST! I love you! :)
negative;2638718;sooo im kinda mad that I spent money on rentign a car bc i was afraid of getting a ticket in LA for my tint.... and I didnt see one damn COP
positive;2598350;"wow; gotta love waking up to the july sunshine :l"
positive;2081553;Love the days at practice when time passes by super fast.
negative;1587598;Has eaten far too much this weekend! Blurghhhhh!
positive;1676399;Av found it ooooooo!Thank God!
negative;3405321;Who the fuck is Perez Hilton and why is she verified?
negative;361047;i cant even deal with this....and this bitch wrote a letter and all....lmao. Tammi goes too hard for a Mon night lol
negative;1631149;Stupid asz ppl
negative;1771974;"So ready to get off today. I need to blow; Having to combine these children all week at work aint cool. Come on 4:30."
negative;2834359;My dumb inferior water-bottle had chosen to leak inside my gucci bag and wallet ffffff
positive;1271737;"Love this song! RT @user Set me free; leave me be.. I dont wanna fall another moment into ur gravity #np"
positive;2350941;Brand new AUDI R8 GT looks awesome! Dang cant wait to drive it haha. I wish!
negative;1164371;I have a high tolerance....but I can't take seeing any more fake gucci bags!!
positive;496783;u cant be mad wen u listening to gucci lol dis my nigga
positive;1639314;-Ooo Bahama Breezy sounds good right about now....
negative;2178310;"I blame yall ignorant ass moms 4 raising yall ding dong females wtf happened IN tha 80's nd 90's oh I 4got welfare;coke;nd no good niggas"
positive;2211445;Mcdonalds breakfast haaay #betchesluvthis
positive;1008851;"I just played ""Rockem Blocks"" and scored: 9690 (ranked 20736th overall)! Beat it: ~http  #fun140"
positive;2829368;"omg i just had a milky bar; haven't had one since i was like 5; i'm in heaven"
positive;1102379;Photo: This made me laugh :D ~http 
positive;3216076;What a week!!! Heading to Hilton head in the morning with the fam. Celebrating the new job :)
positive;2632782;so happy~~
positive;1655381;Watching Barry Hilton 'live' at a Gala event..!! This guy is funny....lol ~http 
positive;2003395;"OMG; 1st day of September is tomorrow!! Fall is thismuch closer"
positive;2473529;Finally a good reason to buy Sony again: ~http 
positive;2309194;#everygirl isn't a bitch or a hoe. Some actually have respect for themselves& carry themselves properly.
positive;1200697;Super Nintendo is my shit. #GAMEON
positive;2290869;"Canadians can; and do; hold their heads up just fine. We're proud to be part of the best country in the free world. #cdnpoli"
negative;2336869;I'm finna fuk @user up... @user yu betta talk to her...
positive;55103;Hello Hilton Head. Can't wait to spend the next 4 days with you!  ~http
negative;2624150;So fed up of my landlord an estate agent thinking that just because I'm a stuffy they can pull wool Over my eyes.  #landlordhell
positive;1251886;"Wow! Mind blown!! RT @user Nike Air Mag ""Marty Mcfly"" 2015 First Look = BAD AS #!@% ~http"
positive;1042852;"filming final shots for the ""To The Van"" video tonight..thanks again to all those who came out monday; you rule..see you friday! #changer"
positive;924609;jus made a twitter lol
negative;2149612;"Oh; unfortunately. I think I have to give the Nike Sneakers I had bought to my friend. RT @user Yes; I won't. RT @user"
positive;2587755;"much needed day off. time to catch up on some shows; laundry and quality time with my gray cat."
positive;2783398;my shiny new samsung galaxy s2 has arrived so i will prob spend the rest of the day with my head melted trying to get the hang of using it
negative;2142502;WHAT THE FUCK IS THIS TRAFFIC ON KILLIAN!!!!!
positive;161199;Check out the New Microsoft Server and Cloud Platform Website!: We’re pleased to announce the launch of the new ... ~http
positive;2738284;well done hockey girls:).
negative;1181090;"What's ur last name? ""Prudence""no love your LAST NAME"" ""PRUDENCE"" why does everyone treat me like an idiot :("
positive;260546;"'but im fun... what; well i am!' classic @user #db #thiswasinmydrafts"
negative;127779;nando ass aint gone be shit leaving class
positive;2733985;School all day today... bowling later :)
negative;1738211;that dame nike is pissin lebron off
positive;2720221;Made it to Albuquerque! Staying at a Red Roof Inn. Stayed at a Best Western in Bakersfield a few nights ago. We're upgrading to Hilton later
positive;1427450;"Bright sunny morning; getting ready for another exciting day! btw registered myself for a free training offered by Microsoft on Office365."
negative;1775318;"They were trying to compare to Nike ""Just Do It"".  Epic fail..."
positive;833360;I admire Lex Luger so much...
negative;1817538;Omg I'm so embarrassed!
positive;1984857;Georgia uniforms are SICK!  Nice job Nike #hellaclean
positive;2171382;"i like this olot &lt;3 ~http"
positive;1125855;bought Samsung Galaxy Pro :D
positive;3080461;Love it!! Back to the future NIKE shoe :) The 2011 NIKE MAG - It's About Time ~http  via @user
positive;1504159;I love when my friends internap!
negative;1264507;"If u havent heard it; u havent heard shit. Ya'll niggaz can stick to gucci and waka and them boys."
negative;930918;I just passed a man who was screaming and arguing with himself on the street. Time to get out!!!
positive;1313059;I can't believe this is happening. I leave for Sac in 5 hours. I am all packed and ready to go (:
negative;2134855;#StateFarmWasnttThere wen dat Keyboard Thug got his a** beat AND his computer takin away lol.. #LifeComesAtYouFast #FAIL
positive;1180610;I love you @user for loving me......#SEXY
negative;636989;"everything bout her is fake. eye lashes; hair; nails; gucci purse.. but when i lie ""yea lie"" and say ""im busy"" im the bad guy #neverfails"
negative;2907040;My microsoft word froze and I was more than halfway done with my last lab....im so pissed :(
positive;2294563;Finished talking to the Wifey ^-^ Going to bed. Love you Krystal
negative;2889788;Holy sh*t this Audi is expensive to maintain :(
positive;148066;Hope everyone has a great week!!
negative;2102540;god my nose hurts........:-(
negative;431333;OMG IM READY TO GO DA FUCK HOME LIIKE
negative;1910636;It Saddens me to find out that Gucci Mane is Aquarius like myself!!!!!!..i need to check that certificate ASAP
positive;2085406;My favorite picture of @user taken by me :) ~http 
positive;3489354;"Congrats to Audi on their overall win at LeMans and Corvette on their class win!  I'm more excited about the Corvette win; of course!  &lt;3"
positive;2600347;"Watching GaGa on The View; she is SO beautiful!@ladygaga"
positive;221954;Today we proudly celebrate 10 yrs of achievements at the 10th anniv of The Marilyn Hilton MS Achievement Center at UCLA.
positive;337445;ur smart and sweet i love u so much !! Ur a smarty!!! Worlds best chocolate!!
negative;1768781;I HATE NINTENDO SO MUCH RIGHT NOW
positive;2117740;Glad I came out to hawk island .  .  the bike trail is nice and chill
positive;285743;Loving these Nike ads about big butts ☺ ~http
positive;1274217;"lol that audi is amazing!; is it some sort of aqua car?"
positive;1596475;"amazing.  thank you huntsville; AL   ~http "
positive;329175;"The hot boy's name is nick; and today he is wearing glasses and his hair isn't done. He is super cute today."
positive;2289386;At funnelicious for first time ever... UH-MAZING!!! #dontknowhowilivedwithoutit
positive;1264215;Dinner for tonight #yum ~http 
positive;1388953;I neva really listened to Gucci Mane music......he's actually a GREAT rapper @user
positive;1043451;The meeting only lasted 15 min. Best meeting everrr
positive;502230;I glad I don't need injections! Im #beautiful
negative;1328340;OUTRAGE: House votes to bar Planned Parenthood from federal funding. Speak out. ~http  #StandWithPP
negative;393946;I need to get Microsoft on my computer cause I hate using my sisters. Its to damn slow
negative;2723392;Both of are mad for nothing!!!
negative;976878;Ugh. That's why i don't talk. ISOLATION HERE I COME AGAIN
positive;2146901;Finally getting a bed today!!! :D :D no more sleeping on the floor!!
negative;826147;#talkshitgethit
positive;1683822;Take a pretty picture for me!!! I like this crazy beat!!!
negative;955525;So I'm looking 4 my other nike flip flop...walk down stairs and find it n my dog bed with hella teeth marks n it smh!
negative;443533;This hoe at carver got on the fake gucci shoes she thirsty... And her friend with the fake loui bag. # yall aint loyal
negative;2186255;"Yea i am &gt;_&gt; RT @user @user Aww damn Bree gone kill us both baby :o"
positive;2618244;You’ll love the prices on Nike products at ~http 
positive;1331244;#teamladiphat I love you guys.
positive;1873593;At least we'd get some money back!  ~http 
positive;1043824;Definitely the best thing I've seen on #E3onG4 was HD quality on a new Nintendo system...welcome to the fight Nintendo
negative;2270432;#ihatenewtwitter ..... miss d old one :'(
negative;1812829;Dang I forgot about this City Code of Ordinace Training today 2 Long hours.....FML
positive;2728956;SO HAPPY THAT BEYONCÉ IS IN THE DICTIONARY ON MICROSOFT WORD... IT JUST SPELL CHECKED ME !
positive;1970940;Wow - neat! RT @user Bing Maps calculates taxi cab fares ~http 
positive;2604954;really really hopes my money has gone in so i can go out tonight =D!!
negative;104807;But I don't LOVE HER.... (( Gucci voice ))
positive;1842145;"Reading Eat;Pray;Love is very insightful... Definite recommendation :) x"
positive;1225939;"Look at drake tho I love him &lt;3"
negative;2429933;I think gucci mane is mental
positive;1894469;O yea so sweet baby.................
positive;390039;Mane dis chicken salad is super bomb
positive;2715140;"Goodnight Twitter! School in the morning; then one more day till the weekend! Can't wait :D &lt;3"
negative;195496;I look like such a heroine addict uggghhhh -@kjeanbyrne
positive;2339501;love unlimited vibes LUV.TWO a-side by ?  @ Worldwide ~http 
positive;767168;I liked a YouTube video -- Bing Crosby & The Andrews Sisters ~http 
negative;1739551;Already having 2 dig out the long sleeves and pants = a sad sad day ☹ #byebyesummer
positive;2757636;Just played a sic gig at the NIKE store in Cardiff!! Thanks for all the new NIKEs guys :)
negative;1814254;"Agreed! RT @user Microsoft Office 2007 is crap; crap; crap; crap - Why cant it communicate between two of its own programs effectively"
negative;201197;I hate when people smell like outside
negative;848777;losing interest in us..
negative;1063099;Dem All Black Adidas Is Sooo Ugly 2 me!!#Uhgggg
positive;535667;Congratulations to @user for winning @user People's Choice Award!  Great guys with killer mustaches!!  stuntdoublecircus.com
positive;519254;Fkn texts are working againnnn!  Yes
positive;1193790;"Baby; you summertime fine (; @user"
positive;589715;"A beautiful bowral wedding could not asked for better weather and congrats to jamin and Alicia ;-)"
positive;2638977;So excited to workout with my new Nike + shoes!! (@ 24 Hour Fitness) ~http
positive;2225019;"These Nintendo announcements have been way more exciting for me than anything from Microsoft; Sony; or Apple"
positive;811706;"Wow;there's so many st nicks girls going back home alrdy...with house tee somemore!I even saw a girl wearing hse tee go out sia!lol!"
positive;2044893;Morning as it is...lovely the sun comin ...the day goes with the light of crossing the difficult phase of project...
positive;2584571;"A dangerous day. Beautiful; warm & I have a lunch mtg away from the office. #springfever #nodeadlinestoday #convertible"
negative;884206;having family problems
positive;1470873;Nice #bookswithalettermissing. We've got HOW TO FEEL GOO. (~http  RT @user @user C.S. Lewis's THE SILVER HAIR
positive;3480279;so is loving these Nike Heels :D they killah as
positive;1045365;nice Spaziale with Cadburys at IFE ~http
negative;3161902;"Apple to miss out on Samsung sales injunction; won't share new devices ~http "
positive;1666366;I love putting mini oreos in a cup of milk and eating it like cereal. #greatday
positive;1772561;Check out this cool fan page I found!: ~http  via @user
positive;1312903;Watching Friends! I wanna learn how to play CUPS!!!
negative;886610;im super bored. nothin to do. anywayz. i got a kicc outta jr. i was so hard. lolz . anyways man o man i need more reasons 2 get on twitter.
positive;2276778;Spotlite is amazing. .:)
negative;736706;Sitting in the Hilton in Chicago... bunch of fake all over.
positive;1058711;Let's go heat
positive;1422053;It could just be your amazing company. :) just sayin. -Maestro
negative;173411;You lost yo wifey material tho -__-
positive;1091646;"Love this photo&lt;3 @user  ~http"
negative;1700690;"im scared that now that i'm happy again someone decides to ruin it they're like ""oh shees too happy lets go ruin it"" smh always happens"
positive;2441893;I nominate @user for a Shorty Award in #travel because... CTFxC is sweet ~http
negative;2688595;great look when you have soaking hair yer make up all down your face and soaking clothes!! hate getting caught in the rain:(
positive;2471521;just been having fun acting out a potential CBeebies character to the kids. Haven't laughed so much in an age! Writing can be fun!
positive;190499;"Microsoft Office Labs 2019 Vision Montage ~http  When Microsoft is progressive; I giggle inside. 0:41 is PRO for merchandising."
negative;2972263;I hate those boys that wear Adidas & Nike sweats just so they can show off the brand! boy its friggin hot outside!!! stop playing -__-
negative;2510307;Dear nintendo wii the music on wii sports actually creeps me out I can't stand it !!
positive;515485;Enjoying the nice weather outside and taking a break from the new project
positive;2200421;#20peopleidmarry Justin Bieber!
negative;2582174;"I hate when two people are having a convo on here and they don't reply to the messages directly; so I can't creep and read them :("
positive;259268;finna cook dinner then get some then get up hit the shower then walk in this closet of mines to see what im wearin tonight party party party
positive;2820186;"Went fishin' today....well sorta. Mostly just watched my cousin; aunt; bro; & papa. LOL! Had fun though."
negative;871302;I'm getting pissed. I'm bout to go shoot around.
negative;411506;"Can't sleep.... ;("
negative;2740426;I'm sick of really annoying foreigners in drs office waiting rooms.
negative;609489;"Rick Ross is so trash to me; if it wasnt for #teamilluminati that nigga wouldnt even exist...that goes for waka and gucci too"
positive;224789;good morning tweeps!! fine morning for some training. Done and dusted...time for brekkie! mmmmm ~http 
negative;1528769;If you got a problem with me... tell me to my face. Not behind my back... bitch.
positive;2170754;I'm still using Microsoft Money 2004 to manage my personal finances. What a great program!!! Cash flow chart is my favorite tool!!
positive;2635999;just the feel of the cool air on my skin is like ahhhhh sweet bliss!!!
negative;1930023;OMG these riots are not a fucking joke people are in great danger and all you care about is One Direction?!
negative;1688970;"have my bangs down; they look dumb tho"
negative;1790226;What a bumsuck.. You're not there for Melody you dumb shithead #theapprentice
negative;2883278;"after registering in android market with my google account samsung galaxy tab has downloaded all my mail with out my permission; NOT COOL!!!"
positive;2291316;purdue just sent me a letter saying i have guaranteed acceptace and an $8000 scholarship. #alwayswinning.
positive;747047;Started my job today...its cool...s/n happy bday to my cuz @user ... luv u cuz...
negative;2255176;"Ugh.! Broo; comb your fuckin hair.! Youre a girl.!!"
positive;2426347;“@TVGuide: Nikita renewed. story developing....” Yessss ! Best News of the night with #OTH renewal !!!!
positive;216139;Grab Rachel and drive that car to NYC!!! RT @user @user Just test drove a Corolla!! Just like you! So cute!
positive;213756;I am officially addicted to rockband 2 on the nintendo wii!  Today was fun :)
positive;1250158;My best Valentine's Day to-date just ended. Time for bed.
positive;993829;The Microsoft crew are in the office! A team of about 10!! It's like a Hollywood set in here :)
positive;2179890;My parents won their quiz night #proud
positive;2153770;Really hopes he gets his Audi today!!
positive;606364;It feels great to be in my bedd
negative;2342570;I'm ready to get released from this hospital. I'm complaining about stuff. Like this saltwater drop makes me get up and go pee all night.
negative;1941154;Poor service at adidas pattom showroom. . Damn i'm dissapointed. . Nike scores compared to adidas. .
positive;2046289;#overc A heartfelt Thank You to the 90+ experts offering bonus offers for Overcomers Inc.  ~http
positive;727058;Good times with the main bitches.
negative;729826;Idk if i want to any more!!!!! Just call me bad decision Mike lol.
negative;917556;"I saw a nigga wit a Gucci tote bag; dog dats a fuckin purse. Man da fuck up. D's nigga inspired by homo's ~http "
negative;813498;IKR RT @user How can you compare a damn Android phone to a FREAKING AUDI OR ROLEX WATCH man. It's just a fucking Android phone.
positive;2306845;Yessir!!!!!!! I need an Audi S4!!!!!!!!!!! #Machine
positive;2706697;Won my first game of texas hold 'em! #beginnersluck
positive;756836;The movie Dolphin Tale looks so stinkin' cute. I remember when the story came out. Gives you that warm & fuzzy feeling. 
negative;404240;I feel like death
positive;768092;"BuRR;) RT @user @user Nice pic with Gucci !"
positive;2195890;"Kat; you're hair is so full; healthy and long - No one; ever"
positive;63658;Taking the insoles out of my Nike Free 3.0s makes them so much better for playing in!
positive;2687882;"I love looking in my account and there being way more money than I thought; thank you studylink; I love you."
positive;2236799;"Anyway; the new insanicast is rendering in Sony Vegas right now; and oh boy this one's a good one. Expect to see it online soon. :&gt;"
positive;84064;This Samsung windows phone is dope....screen is crazy!
